FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000040,2014,Ratio,Percentage,2,Other Diversion,Total Waste
S12000029,2014,Count,Tonnes,7791,Recycled (pre 2014 method),Wood wastes
S12000040,2014,Count,Tonnes,3096,Recycled (pre 2014 method),Wood wastes
S12000029,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000029,2014,Count,Tonnes,6205,Waste Generated,Wood wastes
S12000040,2014,Count,Tonnes,0,Landfilled,Wood wastes
S12000029,2014,Count,Tonnes,0,Waste Generated,Animal and mixed food waste
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000040,2014,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000040,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000040,2014,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000029,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000035,2014,Count,Tonnes,0,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000029,2014,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000040,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000029,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000040,2014,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000049,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000029,2014,Count,Tonnes,28,Recycled,Rubber wastes
S92000003,2014,Count,Tonnes,13578,Recycled,Textile wastes
S12000049,2014,Count,Tonnes,427,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2014,Count,Tonnes,34083,Recycled (pre 2014 method),Total Waste
S12000050,2014,Count,Tonnes,312,Waste Generated,Textile wastes
S12000050,2014,Count,Tonnes,67,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000040,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000040,2014,Ratio,Percentage,46,Recycled (pre 2014 method),Total Waste
S12000050,2014,Count,Tonnes,62689,Recycled (pre 2014 method),Total Waste
S12000035,2014,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000029,2014,Count,Tonnes,0,Recycled,Health care and biological wastes
S92000003,2014,Count,Tonnes,2,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000029,2014,Count,Tonnes,5,Recycled (pre 2014 method),Discarded vehicles
S12000035,2014,Count,Tonnes,643,Recycled,Mineral waste from construction and demolition
S12000049,2014,Count,Tonnes,0,Other Diversion,Soils
S12000035,2014,Ratio,Percentage,35,Recycled (pre 2014 method),Total Waste
S12000029,2014,Count,Tonnes,9,Recycled (pre 2014 method),Used oils
S92000003,2014,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000029,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000035,2014,Count,Tonnes,0,Waste Generated,Combustion wastes
S92000003,2014,Count,Tonnes,796,Recycled (pre 2014 method),Rubber wastes
S92000003,2014,Count,Tonnes,39316,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000029,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S92000003,2014,Count,Tonnes,496,Other Diversion (pre 2014 method),Vegetal wastes
S12000029,2014,Count,Tonnes,0,Landfilled,Wood wastes
S12000029,2014,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000029,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000029,2014,Count,Tonnes,0,Other Diversion,Soils
S12000035,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000029,2014,Count,Tonnes,5,Recycled,Discarded vehicles
S12000035,2014,Count,Tonnes,197,Waste Generated,Textile wastes
S12000040,2014,Ratio,Percentage,46,Recycled,Total Waste
S12000050,2014,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000040,2014,Count,Tonnes,10,Recycled (pre 2014 method),Chemical wastes
S12000040,2014,Count,Tonnes,3096,Recycled,Wood wastes
S12000035,2014,Count,Tonnes,0,Landfilled,Textile wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000029,2014,Count,Tonnes,7791,Recycled,Wood wastes
S12000035,2014,Count,Tonnes,34072,Waste Generated,Household and similar wastes
S12000035,2014,Count,Tonnes,323,Recycled,Plastic wastes
S12000029,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000029,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000040,2014,Count,Tonnes,2296,Waste Generated,Wood wastes
S12000029,2014,Count,Tonnes,3749,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2014,Count,Tonnes,5,Recycled (pre 2014 method),Rubber wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000029,2014,Count,Tonnes,5,Waste Generated,Discarded vehicles
S12000029,2014,Count,Tonnes,0,Recycled (pre 2014 method),Animal and mixed food waste
S12000029,2014,Count,Tonnes,19534,Waste Generated,Mixed and undifferentiated materials
S12000029,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000035,2014,Count,Tonnes,1092,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000050,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000035,2014,Count,Tonnes,929,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000030,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000050,2014,Count,Tonnes,0,Other Diversion,Mixed and undifferentiated materials
S12000040,2014,Count,Tonnes,1477,Recycled (pre 2014 method),Glass wastes
S12000050,2014,Count,Tonnes,4706,Waste Generated,Wood wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000030,2014,Count,Tonnes,3,Recycled,Chemical wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2014,Count,Tonnes,250,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000030,2014,Count,Tonnes,144,Recycled,Textile wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000040,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000040,2014,Count,Tonnes,292,Recycled (pre 2014 method),Household and similar wastes
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000050,2014,Count,Tonnes,0,Recycled (pre 2014 method),Chemical wastes
S12000040,2014,Count,Tonnes,9,Recycled,Mixed and undifferentiated materials
S12000034,2014,Count,Tonnes,131389,Waste Generated,Total Waste
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000034,2014,Count,Tonnes,35,Recycled,Batteries and accumulators wastes
S12000050,2014,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000040,2014,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000040,2014,Count,Tonnes,47,Waste Generated,Paper and cardboard wastes
S12000040,2014,Count,Tonnes,2,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2014,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000034,2014,Count,Tonnes,6334,Waste Generated,Mineral waste from construction and demolition
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000050,2014,Count,Tonnes,0,Waste Generated,Chemical wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000040,2014,Count,Tonnes,292,Recycled,Household and similar wastes
S12000030,2014,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000040,2014,Count,Tonnes,250,Recycled,"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2014,Count,Tonnes,27,Waste Generated,Used oils
S12000050,2014,Count,Tonnes,721,Other Diversion,Combustion wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Wood wastes
S12000030,2014,Count,Tonnes,3,Waste Generated,Chemical wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000040,2014,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000050,2014,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000034,2014,Count,Tonnes,6008,Recycled (pre 2014 method),Glass wastes
S12000030,2014,Count,Tonnes,0,Recycled,Rubber wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000034,2014,Count,Tonnes,739,Recycled (pre 2014 method),Textile wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Chemical wastes
S12000030,2014,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000034,2014,Count,Tonnes,142,Other Diversion,Household and similar wastes
S12000040,2014,Count,Tonnes,1716,Waste Generated,Animal and mixed food waste
S12000034,2014,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000030,2014,Count,Tonnes,0,Landfilled,Plastic wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000030,2014,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000030,2014,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000030,2014,Count,Tonnes,496,Recycled (pre 2014 method),Plastic wastes
S12000030,2014,Count,Tonnes,496,Recycled,Plastic wastes
S12000040,2014,Count,Tonnes,8251,Recycled,Paper and cardboard wastes
S12000030,2014,Count,Tonnes,1809,Other Diversion (pre 2014 method),Household and similar wastes
S12000034,2014,Count,Tonnes,34,Recycled (pre 2014 method),Chemical wastes
S12000040,2014,Count,Tonnes,1665,Recycled (pre 2014 method),Animal and mixed food waste
S12000040,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000040,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000040,2014,Count,Tonnes,9,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000030,2014,Count,Tonnes,6,Recycled,Household and similar wastes
S12000030,2014,Count,Tonnes,943,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000050,2014,Count,Tonnes,5561,Landfilled,Mixed and undifferentiated materials
S12000030,2014,Count,Tonnes,943,Recycled,Mineral waste from construction and demolition
S12000050,2014,Ratio,Percentage,4,Other Diversion,Total Waste
S12000030,2014,Count,Tonnes,1809,Other Diversion,Household and similar wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Chemical wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000040,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000040,2014,Count,Tonnes,0,Other Diversion,Textile wastes
S12000040,2014,Count,Tonnes,0,Landfilled,Plastic wastes
S12000040,2014,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000050,2014,Count,Tonnes,5980,Other Diversion,Total Waste
S12000030,2014,Count,Tonnes,1788,Recycled (pre 2014 method),Animal and mixed food waste
S12000050,2014,Count,Tonnes,0,Recycled,Discarded vehicles
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Mineral waste from construction and demolition
S12000040,2014,Count,Tonnes,7,Waste Generated,Textile wastes
S12000040,2014,Count,Tonnes,8251,Recycled (pre 2014 method),Paper and cardboard wastes
S12000034,2014,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000030,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000030,2014,Count,Tonnes,2,Recycled,Used oils
S12000040,2014,Count,Tonnes,495,Landfilled,Combustion wastes
S12000030,2014,Count,Tonnes,19323,Waste Generated,Household and similar wastes
S12000034,2014,Count,Tonnes,3614,Recycled (pre 2014 method),Animal and mixed food waste
S12000040,2014,Count,Tonnes,1995,Recycled (pre 2014 method),Plastic wastes
S12000030,2014,Count,Tonnes,1788,Waste Generated,Animal and mixed food waste
S12000030,2014,Count,Tonnes,2,Recycled (pre 2014 method),Used oils
S12000030,2014,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000030,2014,Count,Tonnes,931,Waste Generated,Mineral waste from construction and demolition
S12000030,2014,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000040,2014,Count,Tonnes,2,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000030,2014,Count,Tonnes,11,Waste Generated,Batteries and accumulators wastes
S12000030,2014,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000030,2014,Count,Tonnes,11,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000034,2014,Count,Tonnes,2411,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2014,Count,Tonnes,124,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000030,2014,Count,Tonnes,16742,Landfilled,Household and similar wastes
S12000050,2014,Count,Tonnes,0,Recycled,Chemical wastes
S12000030,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000050,2014,Ratio,Percentage,4,Other Diversion (pre 2014 method),Total Waste
S12000030,2014,Count,Tonnes,836,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2014,Count,Tonnes,41058,Waste Generated,Household and similar wastes
S12000050,2014,Count,Tonnes,5818,Other Diversion (pre 2014 method),Total Waste
S12000030,2014,Count,Tonnes,846,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000050,2014,Count,Tonnes,0,Recycled (pre 2014 method),Discarded vehicles
S12000050,2014,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000040,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Soils
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000033,2014,Count,Tonnes,1171,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,3790,Recycled,Glass wastes
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000034,2014,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000050,2014,Count,Tonnes,3094,Recycled (pre 2014 method),Glass wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Used oils
S12000039,2014,Count,Tonnes,4600,Recycled (pre 2014 method),Vegetal wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000033,2014,Count,Tonnes,745,Waste Generated,Textile wastes
S12000039,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,124,Recycled,"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000034,2014,Count,Tonnes,1634,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000033,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000034,2014,Count,Tonnes,125,Waste Generated,"Metallic wastes, non-ferrous"
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000033,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000050,2014,Count,Tonnes,3086,Waste Generated,Glass wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2014,Count,Tonnes,90,Recycled,Used oils
S12000034,2014,Count,Tonnes,7536,Waste Generated,Paper and cardboard wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000033,2014,Count,Tonnes,7251,Recycled (pre 2014 method),Paper and cardboard wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000039,2014,Ratio,Percentage,44,Recycled (pre 2014 method),Total Waste
S12000034,2014,Count,Tonnes,177,Other Diversion (pre 2014 method),Total Waste
S12000034,2014,Ratio,Percentage,40,Recycled (pre 2014 method),Total Waste
S12000034,2014,Count,Tonnes,0,Landfilled,Textile wastes
S12000050,2014,Count,Tonnes,90,Waste Generated,Used oils
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Wood wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,Soils
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000050,2014,Count,Tonnes,3094,Recycled,Glass wastes
S12000033,2014,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Glass wastes
S12000033,2014,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Soils
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000034,2014,Ratio,Percentage,60,Landfilled,Total Waste
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,Chemical wastes
S12000033,2014,Ratio,Percentage,61,Landfilled,Total Waste
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000039,2014,Count,Tonnes,17876,Recycled (pre 2014 method),Total Waste
S12000039,2014,Count,Tonnes,0,Recycled,Soils
S12000033,2014,Count,Tonnes,1170,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,Discarded vehicles
S12000034,2014,Count,Tonnes,142,Other Diversion (pre 2014 method),Household and similar wastes
S12000033,2014,Count,Tonnes,32,Landfilled,Vegetal wastes
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Household and similar wastes
S12000050,2014,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000033,2014,Count,Tonnes,3670,Recycled,Animal and mixed food waste
S12000033,2014,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000033,2014,Count,Tonnes,3680,Waste Generated,Animal and mixed food waste
S12000034,2014,Count,Tonnes,4317,Recycled (pre 2014 method),Wood wastes
S12000050,2014,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000033,2014,Count,Tonnes,12199,Waste Generated,Vegetal wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000050,2014,Count,Tonnes,2078,Recycled (pre 2014 method),Textile wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Glass wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000050,2014,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000034,2014,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000039,2014,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000039,2014,Count,Tonnes,0,Recycled,Discarded vehicles
S12000034,2014,Count,Tonnes,125,Recycled,"Metallic wastes, non-ferrous"
S12000050,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2014,Count,Tonnes,40338,Waste Generated,Total Waste
S12000050,2014,Count,Tonnes,14163,Recycled,Paper and cardboard wastes
S12000039,2014,Count,Tonnes,20041,Landfilled,Total Waste
S12000050,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000039,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000050,2014,Count,Tonnes,1417,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000033,2014,Count,Tonnes,0,Other Diversion,Soils
S12000033,2014,Count,Tonnes,0,Waste Generated,Soils
S12000050,2014,Count,Tonnes,2335,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2014,Count,Tonnes,17876,Recycled,Total Waste
S12000039,2014,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000033,2014,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000050,2014,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000050,2014,Count,Tonnes,576,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000039,2014,Count,Tonnes,0,Landfilled,Rubber wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Used oils
S12000039,2014,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000039,2014,Count,Tonnes,124,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000039,2014,Count,Tonnes,2421,Other Diversion (pre 2014 method),Total Waste
S12000033,2014,Count,Tonnes,10,Landfilled,Animal and mixed food waste
S12000039,2014,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000033,2014,Count,Tonnes,3670,Recycled (pre 2014 method),Animal and mixed food waste
S12000039,2014,Ratio,Percentage,6,Other Diversion (pre 2014 method),Total Waste
S12000033,2014,Count,Tonnes,58896,Landfilled,Household and similar wastes
S12000033,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Mineral waste from construction and demolition
S12000050,2014,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Mineral waste from construction and demolition
S12000034,2014,Count,Tonnes,0,Other Diversion,Wood wastes
S12000033,2014,Count,Tonnes,2761,Waste Generated,Mineral waste from construction and demolition
S12000039,2014,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000050,2014,Count,Tonnes,0,Other Diversion,Used oils
S12000039,2014,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000039,2014,Count,Tonnes,0,Recycled,Mixed and undifferentiated materials
S12000050,2014,Count,Tonnes,150309,Waste Generated,Total Waste
S12000033,2014,Count,Tonnes,3356,Waste Generated,Mixed and undifferentiated materials
S12000033,2014,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000039,2014,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000033,2014,Count,Tonnes,93,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000039,2014,Count,Tonnes,183,Other Diversion,Combustion wastes
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000033,2014,Count,Tonnes,0,Recycled,Combustion wastes
S12000039,2014,Count,Tonnes,0,Landfilled,Textile wastes
S12000033,2014,Count,Tonnes,843,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000050,2014,Count,Tonnes,0,Landfilled,Glass wastes
S12000033,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,0,Landfilled,Chemical wastes
S12000039,2014,Count,Tonnes,153,Recycled,"Metallic wastes, ferrous"
S12000039,2014,Count,Tonnes,0,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000034,2014,Count,Tonnes,4317,Recycled,Wood wastes
S12000034,2014,Count,Tonnes,10310,Waste Generated,Vegetal wastes
S12000033,2014,Count,Tonnes,885,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2014,Count,Tonnes,752,Waste Generated,Plastic wastes
S12000039,2014,Count,Tonnes,153,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000050,2014,Count,Tonnes,9,Waste Generated,"Metallic wastes, ferrous"
S12000050,2014,Count,Tonnes,14163,Recycled (pre 2014 method),Paper and cardboard wastes
S12000033,2014,Count,Tonnes,0,Recycled,Rubber wastes
S12000033,2014,Count,Tonnes,93,Other Diversion,Mixed and undifferentiated materials
S12000039,2014,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,2411,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2014,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000033,2014,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000033,2014,Count,Tonnes,71,Landfilled,Combustion wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),Paper and cardboard wastes
S12000033,2014,Count,Tonnes,16,Recycled,Batteries and accumulators wastes
S12000033,2014,Count,Tonnes,16,Waste Generated,Batteries and accumulators wastes
S12000034,2014,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000039,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,0,Recycled,Combustion wastes
S12000033,2014,Count,Tonnes,16,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000034,2014,Count,Tonnes,0,Other Diversion,Vegetal wastes
S12000039,2014,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000034,2014,Count,Tonnes,10310,Recycled (pre 2014 method),Vegetal wastes
S12000033,2014,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000034,2014,Count,Tonnes,45,Recycled (pre 2014 method),Used oils
S12000034,2014,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000033,2014,Count,Tonnes,885,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2014,Count,Tonnes,0,Landfilled,Used oils
S12000050,2014,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
